7.433440,12.220220
137.282576,99.648653
8.524703,161.735439
270.551176,194.106510
141.796824,269.617645
307.526541,64.167922
395.852245,224.702669
274.248488,322.556415
145.666246,432.022330
408.508449,392.905389
527.495649,263.127438
536.764123,511.658734
340.698985,525.059860
210.502374,642.904379
469.213887,647.570114
342.052980,661.761063
602.491229,728.849452
475.018272,779.369374
348.141647,836.956582
602.569358,885.983517
473.715845,908.173710
728.706018,959.633537
729.246217,833.702801
843.397405,706.616472
858.381636,932.350548
951.923918,803.670814
985.534470,670.933886
989.417335,934.949044
717.537042,604.775633
841.711482,473.335413
715.248708,473.617577
739.188021,344.403123
682.769127,213.141603
851.832620,212.828683
961.708418,83.643143
981.955398,283.179847
869.482314,343.478340
996.375638,461.467473
776.131864,79.465819
610.873860,361.314879
214.475505,769.096763
273.454355,968.946578
140.754308,982.184107
9.123535,847.674197
67.615706,722.505223
35.683931,597.130723
8.203707,987.039685
541.824626,137.787126
514.431393,7.100682
640.900385,58.096601
